,SMARTPHONE_W63,SNSUSE_W63,VIDEOGAME_W63,TIMESPEND_a_W63,TIMESPEND_b_W63,TIMESPEND_c_W63,DOV_KIDS0TO11_W63,DOV_KIDS12PLUS_W63,KIDSATHOME_W63,EASYHARD_W63,PARENTTIME_W63,PARENTJOB_W63,SHARENTING1_W63,SHARENTING2_a_W63,SHARENTING2_b_W63,SHARENTING2_c_W63,SHARENTING3_a_W63,SHARENTING3_b_W63,SHARENTING3_c_W63,SHARENTING3_d_W63,SHARENTING4_W63,SHARENTING5_W63,SHARENTING6_W63,RISKBEN_W63,MOBILEHELP_a_W63,MOBILEHELP_b_W63,MOBILEHELP_c_W63,MOBILEHELP_d_W63,MOBILEHELP_e_W63,ACCEPTUSE_a_W63,ACCEPTUSE_b_W63,ACCEPTOWN_a_W63,ACCEPTOWN_b_W63,REGCONTENT_a_W63,REGCONTENT_b_W63,REGCONTENT_c_W63,APPRO_W63,DISTRACTED_W63
1877,"Yes, I have a smartphone","No, I do not use social media sites","No, I do not play video games",About the right amount of time,NA,NA,0,1,NA,Harder than it was 20 years ago,The right amount of time together,A good job,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The potential harm that most children may face from having access to a smartphone outweighs the potential benefits,Refused,Make no difference,Hurt a little,Hurt a little,Hurt a little,15-17 years old or older,9-11 years old,12-14 years old,9-11 years old,Some,Some,A lot,NA,Never
1878,"Yes, I have a smartphone","No, I do not use social media sites","Yes, I play video games",About the right amount of time,NA,About the right amount of time,1,1,Yes,Harder than it was 20 years ago,Too little time together,A good job,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The potential harm that most children may face from having access to a smartphone outweighs the potential benefits,Help a little,Help a lot,Help a lot,Help a lot,Help a little,15-17 years old or older,5-8 years old,9-11 years old,9-11 years old,None at all,None at all,A lot,Somewhat confident,Sometimes
1879,"Yes, I have a smartphone","Yes, I use social media sites","Yes, I play video games",Too much time,Too much time,Too little time,1,1,Yes,Harder than it was 20 years ago,Too little time together,A good job,"Yes, I have done this",Major reason,Major reason,Minor reason,NA,NA,NA,NA,Too much about their young children,Sometimes,Sometimes,The potential harm that most children may face from having access to a smartphone outweighs the potential benefits,Hurt a lot,Hurt a little,Hurt a little,Hurt a little,Hurt a lot,12-14 years old,9-11 years old,9-11 years old,15-17 years old,A lot,A lot,A lot,Very confident,Sometimes
1880,"Yes, I have a smartphone","Yes, I use social media sites","Yes, I play video games",Too much time,About the right amount of time,Too little time,2,0,Yes,Harder than it was 20 years ago,The right amount of time together,A very good job,"Yes, I have done this",Major reason,Major reason,Major reason,NA,NA,NA,NA,Too much about their young children,Rarely,Rarely,The potential benefits that most children may get from having access to a smartphone outweigh the potential harm,Hurt a little,Hurt a little,Hurt a lot,Hurt a lot,Hurt a little,12-14 years old,5-8 years old,12-14 years old,5-8 years old,A lot,A lot,A lot,Not at all confident,Often
1881,"Yes, I have a smartphone","Yes, I use social media sites","Yes, I play video games",Too little time,About the right amount of time,Too little time,3,0,Yes,Harder than it was 20 years ago,The right amount of time together,Only a fair job,"Yes, I have done this",Major reason,Not a reason,Not a reason,NA,NA,NA,NA,Too much about their young children,Never,Never,The potential harm that most children may face from having access to a smartphone outweighs the potential benefits,Hurt a lot,Hurt a little,Hurt a little,Make no difference,Hurt a lot,12-14 years old,5-8 years old,12-14 years old,5-8 years old,Some,Some,A lot,Somewhat confident,Rarely
1882,"Yes, I have a smartphone","Yes, I use social media sites","No, I do not play video games",Too much time,Too much time,NA,1,0,Yes,Harder than it was 20 years ago,Too little time together,A good job,"Yes, I have done this",Major reason,Major reason,Minor reason,NA,NA,NA,NA,About the right amount about their young children,Sometimes,Never,The potential benefits that most children may get from having access to a smartphone outweigh the potential harm,Hurt a little,Make no difference,Help a little,Help a little,Help a little,This is not acceptable for children,9-11 years old,12-14 years old,9-11 years old,Some,None at all,A lot,Not too confident,Often
1883,"Yes, I have a smartphone","Yes, I use social media sites","No, I do not play video games",Too much time,Too much time,NA,1,0,Yes,About the same,Too little time together,A good job,"Yes, I have done this",Major reason,Major reason,Not a reason,NA,NA,NA,NA,Too much about their young children,Sometimes,Rarely,The potential benefits that most children may get from having access to a smartphone outweigh the potential harm,Hurt a little,Help a little,Help a little,Help a little,Hurt a little,12-14 years old,9-11 years old,12-14 years old,5-8 years old,Some,None at all,A lot,Somewhat confident,Sometimes
1884,"Yes, I have a smartphone","No, I do not use social media sites","No, I do not play video games",About the right amount of time,NA,NA,0,2,NA,Harder than it was 20 years ago,Too little time together,A good job,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The potential benefits that most children may get from having access to a smartphone outweigh the potential harm,Hurt a little,Help a lot,Hurt a lot,Help a little,Help a little,12-14 years old,5-8 years old,5-8 years old,3-4 years old,Some,Some,A lot,NA,Sometimes
1885,"Yes, I have a smartphone","Yes, I use social media sites","Yes, I play video games",Too much time,About the right amount of time,Too much time,0,2,NA,About the same,The right amount of time together,A good job,"Yes, I have done this",Major reason,Major reason,Minor reason,NA,NA,NA,NA,Too much about their young children,Rarely,Never,The potential harm that most children may face from having access to a smartphone outweighs the potential benefits,Hurt a little,Hurt a lot,Hurt a lot,Hurt a lot,Hurt a lot,15-17 years old or older,12-14 years old,12-14 years old,5-8 years old,Some,Not much,A lot,NA,Often
1886,"Yes, I have a smartphone","Yes, I use social media sites","Yes, I play video games",Too much time,Too much time,About the right amount of time,3,0,Yes,About the same,Too little time together,A good job,"Yes, I have done this",Major reason,Minor reason,Not a reason,NA,NA,NA,NA,About the right amount about their young children,Rarely,Never,The potential harm that most children may face from having access to a smartphone outweighs the potential benefits,Hurt a little,Hurt a little,Hurt a little,Hurt a little,Hurt a little,12-14 years old,5-8 years old,12-14 years old,3-4 years old,Some,Some,A lot,Somewhat confident,Sometimes
1887,"Yes, I have a smartphone","Yes, I use social media sites","Yes, I play video games",About the right amount of time,Too much time,About the right amount of time,0,3,NA,Harder than it was 20 years ago,The right amount of time together,A good job,"Yes, I have done this",Major reason,Minor reason,Not a reason,NA,NA,NA,NA,About the right amount about their young children,Sometimes,Rarely,The potential benefits that most children may get from having access to a smartphone outweigh the potential harm,Hurt a little,Make no difference,Make no difference,Make no difference,Help a little,9-11 years old,5-8 years old,12-14 years old,5-8 years old,A lot,Some,A lot,NA,Sometimes
1888,"Yes, I have a smartphone","Yes, I use social media sites","Yes, I play video games",Too little time,Too little time,About the right amount of time,3,2,Yes,Harder than it was 20 years ago,The right amount of time together,A very good job,"Yes, I have done this",Major reason,Not a reason,Major reason,NA,NA,NA,NA,Too much about their young children,Never,Never,The potential harm that most children may face from having access to a smartphone outweighs the potential benefits,Hurt a lot,Help a little,Hurt a lot,Hurt a lot,Make no difference,15-17 years old or older,3-4 years old,15-17 years old,5-8 years old,A lot,A lot,A lot,Very confident,Sometimes
1889,"Yes, I have a smartphone","Yes, I use social media sites","Yes, I play video games",About the right amount of time,About the right amount of time,About the right amount of time,1,0,Yes,Easier than it was 20 years ago,The right amount of time together,A good job,"No, I have never done this",NA,NA,NA,Not a reason,Not a reason,Major reason,Not a reason,About the right amount about their young children,Never,NA,The potential benefits that most children may get from having access to a smartphone outweigh the potential harm,Hurt a little,Help a lot,Help a lot,Help a lot,Make no difference,12-14 years old,3-4 years old,9-11 years old,0-2 years old,Some,Some,A lot,Somewhat confident,Sometimes
1890,"Yes, I have a smartphone","Yes, I use social media sites","No, I do not play video games",About the right amount of time,About the right amount of time,NA,0,3,NA,Harder than it was 20 years ago,The right amount of time together,A very good job,"Yes, I have done this",Major reason,Minor reason,Minor reason,NA,NA,NA,NA,Too much about their young children,Sometimes,Rarely,The potential benefits that most children may get from having access to a smartphone outweigh the potential harm,Hurt a lot,Hurt a little,Hurt a little,Help a little,Hurt a little,12-14 years old,12-14 years old,12-14 years old,12-14 years old,Some,Some,A lot,NA,Sometimes
1891,"Yes, I have a smartphone","Yes, I use social media sites","Yes, I play video games",Too much time,Too much time,About the right amount of time,1,0,Yes,Harder than it was 20 years ago,Too little time together,A good job,"Yes, I have done this",Major reason,Major reason,Minor reason,NA,NA,NA,NA,About the right amount about their young children,Often,Rarely,The potential harm that most children may face from having access to a smartphone outweighs the potential benefits,Hurt a little,Hurt a little,Help a little,Hurt a little,Hurt a little,12-14 years old,5-8 years old,12-14 years old,5-8 years old,A lot,Some,A lot,Not too confident,Often
1892,"Yes, I have a smartphone","Yes, I use social media sites","Yes, I play video games",Too much time,Too much time,Too little time,0,1,NA,Harder than it was 20 years ago,The right amount of time together,A very good job,"Yes, I have done this",Major reason,Major reason,Major reason,NA,NA,NA,NA,Too little about their young children,Sometimes,Rarely,The potential harm that most children may face from having access to a smartphone outweighs the potential benefits,Hurt a little,Hurt a little,Hurt a little,Hurt a little,Hurt a little,12-14 years old,9-11 years old,12-14 years old,5-8 years old,A lot,A lot,A lot,NA,Sometimes
1893,"Yes, I have a smartphone","Yes, I use social media sites","Yes, I play video games",Too much time,Too much time,About the right amount of time,1,0,Yes,Harder than it was 20 years ago,The right amount of time together,A very good job,"Yes, I have done this",Major reason,Minor reason,Minor reason,NA,NA,NA,NA,About the right amount about their young children,Often,Rarely,The potential harm that most children may face from having access to a smartphone outweighs the potential benefits,Hurt a little,Hurt a lot,Hurt a lot,Help a little,Hurt a little,12-14 years old,3-4 years old,12-14 years old,3-4 years old,Some,Not much,A lot,Very confident,Often
1894,"Yes, I have a smartphone","Yes, I use social media sites","Yes, I play video games",Too much time,Too much time,About the right amount of time,2,0,Yes,Harder than it was 20 years ago,The right amount of time together,A good job,"Yes, I have done this",Minor reason,Not a reason,Not a reason,NA,NA,NA,NA,Too much about their young children,Never,Often,The potential harm that most children may face from having access to a smartphone outweighs the potential benefits,Hurt a lot,Make no difference,Help a little,Help a little,Hurt a lot,15-17 years old or older,5-8 years old,12-14 years old,12-14 years old,Some,Not much,A lot,Somewhat confident,Sometimes
